count_point_all,count_point_mid,count_point_mid_unique_time
3.0,1.0,1.0
2.0,2.0,1.0
3.0,3.0,3.0
4.0,1.0,1.0
12.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
7.0,2.0,1.0
5.0,3.0,1.0
5.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,2.0
7.0,4.0,2.0
3.0,1.0,1.0
1.0,1.0,1.0
25.0,2.0,1.0
25.0,2.0,1.0
5.0,1.0,1.0
4.0,2.0,2.0
1.0,1.0,1.0
4.0,2.0,2.0
17.0,3.0,1.0
17.0,3.0,1.0
642.0,2.0,2.0
17.0,3.0,1.0
1.0,1.0,1.0
15.0,2.0,1.0
7.0,3.0,1.0
4.0,1.0,1.0
2.0,2.0,2.0
5.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
13.0,2.0,1.0
4.0,1.0,1.0
4.0,2.0,1.0
13.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
4.0,2.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
35.0,1.0,1.0
98.0,3.0,1.0
98.0,3.0,1.0
98.0,3.0,1.0
5.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
6.0,1.0,1.0
2.0,2.0,2.0
2.0,2.0,2.0
1.0,1.0,1.0
4.0,2.0,1.0
4.0,2.0,1.0
3.0,1.0,1.0
20.0,2.0,2.0
20.0,2.0,2.0
5.0,1.0,1.0
13.0,1.0,1.0
1.0,1.0,1.0
9.0,2.0,1.0
9.0,2.0,1.0
6.0,2.0,1.0
6.0,2.0,1.0
7.0,3.0,3.0
7.0,3.0,3.0
7.0,3.0,3.0
1.0,1.0,1.0
6.0,1.0,1.0
3.0,1.0,1.0
9.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
18.0,1.0,1.0
209.0,1.0,1.0
8.0,2.0,2.0
8.0,2.0,2.0
4.0,2.0,1.0
15.0,3.0,2.0
15.0,3.0,2.0
15.0,3.0,2.0
60.0,2.0,1.0
60.0,2.0,1.0
2.0,1.0,1.0
15.0,2.0,1.0
5.0,1.0,1.0
2.0,2.0,2.0
2.0,2.0,2.0
7.0,2.0,1.0
1.0,1.0,1.0
28.0,2.0,1.0
4.0,1.0,1.0
3.0,3.0,1.0
11.0,9.0,2.0
11.0,9.0,2.0
11.0,9.0,2.0
11.0,9.0,2.0
11.0,9.0,2.0
11.0,9.0,2.0
3.0,3.0,1.0
3.0,3.0,1.0
11.0,9.0,2.0
8.0,4.0,2.0
8.0,4.0,2.0
8.0,4.0,2.0
1.0,1.0,1.0
13.0,2.0,1.0
13.0,2.0,1.0
8.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
12.0,4.0,2.0
2.0,2.0,1.0
12.0,4.0,2.0
12.0,4.0,2.0
8.0,3.0,3.0
8.0,3.0,3.0
1.0,1.0,1.0
3.0,2.0,2.0
3.0,2.0,2.0
2.0,1.0,1.0
10.0,1.0,1.0
2.0,1.0,1.0
13.0,3.0,1.0
17.0,1.0,1.0
22.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
9.0,2.0,1.0
9.0,2.0,1.0
13.0,3.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
13.0,3.0,1.0
8.0,3.0,3.0
2.0,2.0,1.0
8.0,4.0,2.0
11.0,9.0,2.0
12.0,4.0,2.0
11.0,9.0,2.0
28.0,2.0,1.0
7.0,2.0,1.0
3.0,1.0,1.0
15.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
9.0,2.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
12.0,6.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
24.0,3.0,3.0
6.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
8.0,2.0,2.0
24.0,2.0,1.0
2.0,2.0,1.0
7.0,3.0,2.0
4.0,1.0,1.0
12.0,6.0,1.0
12.0,6.0,1.0
24.0,3.0,3.0
1.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
8.0,2.0,2.0
19.0,1.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
24.0,2.0,1.0
7.0,3.0,2.0
7.0,3.0,2.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
12.0,6.0,1.0
12.0,6.0,1.0
8.0,1.0,1.0
33.0,4.0,1.0
33.0,4.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
14.0,1.0,1.0
15.0,1.0,1.0
12.0,6.0,1.0
33.0,4.0,1.0
5.0,1.0,1.0
3.0,1.0,1.0
6.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
24.0,3.0,3.0
1.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
33.0,4.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
5.0,4.0,3.0
2.0,2.0,1.0
2.0,1.0,1.0
5.0,4.0,3.0
40.0,2.0,1.0
5.0,2.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
40.0,2.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
48.0,4.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
8.0,3.0,2.0
8.0,3.0,2.0
1.0,1.0,1.0
48.0,4.0,2.0
48.0,4.0,2.0
18.0,1.0,1.0
4.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
3.0,2.0,2.0
3.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
5.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
48.0,4.0,2.0
5.0,2.0,1.0
2.0,2.0,1.0
2.0,1.0,1.0
5.0,4.0,3.0
1.0,1.0,1.0
5.0,4.0,3.0
4.0,2.0,1.0
4.0,2.0,1.0
8.0,3.0,2.0
5.0,2.0,1.0
2.0,1.0,1.0
26.0,3.0,1.0
4.0,1.0,1.0
24.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
26.0,3.0,1.0
4.0,2.0,2.0
14.0,1.0,1.0
5.0,2.0,1.0
4.0,2.0,2.0
26.0,3.0,1.0
1.0,1.0,1.0
4.0,2.0,1.0
9.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
5.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
5.0,2.0,1.0
1.0,1.0,1.0
5.0,2.0,1.0
1.0,1.0,1.0
5.0,2.0,1.0
6.0,1.0,1.0
2.0,1.0,1.0
55.0,4.0,2.0
55.0,4.0,2.0
55.0,4.0,2.0
55.0,4.0,2.0
23.0,3.0,2.0
23.0,3.0,2.0
23.0,3.0,2.0
2.0,1.0,1.0
7.0,3.0,1.0
7.0,3.0,1.0
7.0,3.0,1.0
1.0,1.0,1.0
5.0,2.0,1.0
5.0,2.0,1.0
3.0,2.0,2.0
3.0,2.0,2.0
6.0,2.0,2.0
6.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
258.0,1.0,1.0
5.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
31.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
4.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
7.0,2.0,1.0
7.0,2.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
15.0,2.0,1.0
15.0,2.0,1.0
3.0,1.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
41.0,3.0,2.0
41.0,3.0,2.0
1.0,1.0,1.0
10.0,2.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
7.0,2.0,2.0
3.0,2.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
642.0,1.0,1.0
20.0,1.0,1.0
2.0,2.0,1.0
6.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
32.0,2.0,1.0
3.0,2.0,1.0
5.0,2.0,2.0
2.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
5.0,2.0,2.0
6.0,2.0,1.0
22.0,1.0,1.0
17.0,2.0,1.0
2.0,2.0,2.0
10.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
35.0,1.0,1.0
17.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
8.0,1.0,1.0
41.0,3.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
17.0,2.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
32.0,2.0,1.0
3.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
25.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
3.0,2.0,2.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
3.0,2.0,1.0
7.0,2.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
3.0,2.0,2.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
41.0,3.0,1.0
2.0,1.0,1.0
14.0,5.0,1.0
14.0,5.0,1.0
14.0,5.0,1.0
14.0,5.0,1.0
41.0,3.0,1.0
41.0,3.0,1.0
14.0,5.0,1.0
7.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
9.0,2.0,2.0
9.0,2.0,2.0
4.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
9.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
15.0,3.0,2.0
15.0,3.0,2.0
9.0,1.0,1.0
3.0,2.0,1.0
10.0,1.0,1.0
17.0,1.0,1.0
33.0,2.0,2.0
14.0,1.0,1.0
2.0,2.0,2.0
2.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
15.0,3.0,2.0
2.0,2.0,1.0
1.0,1.0,1.0
3.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,1.0,1.0
2.0,1.0,1.0
4.0,1.0,1.0
12.0,2.0,1.0
12.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
33.0,2.0,2.0
1.0,1.0,1.0
71.0,2.0,2.0
55.0,7.0,6.0
55.0,7.0,6.0
55.0,7.0,6.0
6.0,1.0,1.0
1.0,1.0,1.0
55.0,7.0,6.0
8.0,3.0,2.0
8.0,3.0,2.0
4.0,1.0,1.0
55.0,7.0,6.0
55.0,7.0,6.0
55.0,7.0,6.0
8.0,3.0,2.0
5.0,1.0,1.0
71.0,2.0,2.0
4.0,3.0,3.0
1.0,1.0,1.0
4.0,3.0,3.0
1.0,1.0,1.0
4.0,3.0,3.0
6.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
9.0,4.0,2.0
9.0,4.0,2.0
1.0,1.0,1.0
3.0,1.0,1.0
16.0,3.0,3.0
16.0,3.0,3.0
9.0,4.0,2.0
2.0,2.0,2.0
1.0,1.0,1.0
16.0,3.0,3.0
2.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
3.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
9.0,4.0,2.0
1.0,1.0,1.0
3.0,1.0,1.0
3.0,2.0,1.0
20.0,4.0,4.0
26.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
1.0,1.0,1.0
20.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
8.0,1.0,1.0
1.0,1.0,1.0
25.0,2.0,1.0
2.0,1.0,1.0
7.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
17.0,1.0,1.0
25.0,2.0,1.0
3.0,2.0,1.0
3.0,2.0,1.0
20.0,4.0,4.0
20.0,4.0,4.0
20.0,4.0,4.0
3.0,2.0,1.0
3.0,2.0,1.0
2.0,1.0,1.0
24.0,2.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
15.0,1.0,1.0
6.0,2.0,1.0
24.0,2.0,1.0
28.0,1.0,1.0
2.0,1.0,1.0
2.0,2.0,2.0
3.0,2.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
5.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
5.0,3.0,2.0
1.0,1.0,1.0
2.0,1.0,1.0
2.0,2.0,2.0
5.0,3.0,3.0
5.0,3.0,3.0
18.0,2.0,1.0
34.0,1.0,1.0
6.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
18.0,2.0,1.0
5.0,3.0,3.0
4.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,1.0,1.0
5.0,3.0,2.0
5.0,3.0,2.0
6.0,2.0,1.0
2.0,2.0,2.0
4.0,2.0,1.0
3.0,2.0,1.0
1.0,1.0,1.0
34.0,1.0,1.0
6.0,2.0,1.0
14.0,1.0,1.0
3.0,3.0,3.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
11.0,7.0,4.0
11.0,7.0,4.0
11.0,7.0,4.0
2.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
11.0,2.0,1.0
7.0,3.0,1.0
1.0,1.0,1.0
7.0,3.0,1.0
47.0,1.0,1.0
3.0,2.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
3.0,2.0,1.0
1.0,1.0,1.0
18.0,10.0,5.0
1.0,1.0,1.0
5.0,2.0,1.0
8.0,4.0,4.0
1.0,1.0,1.0
2.0,2.0,1.0
3.0,3.0,1.0
2.0,1.0,1.0
2.0,2.0,1.0
11.0,7.0,4.0
2.0,2.0,1.0
11.0,7.0,4.0
2.0,2.0,1.0
2.0,2.0,2.0
2.0,2.0,2.0
1.0,1.0,1.0
11.0,7.0,4.0
11.0,7.0,4.0
7.0,3.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
21.0,3.0,2.0
4.0,2.0,1.0
1.0,1.0,1.0
13.0,1.0,1.0
2.0,1.0,1.0
3.0,2.0,1.0
3.0,2.0,1.0
11.0,2.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
9.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
7.0,1.0,1.0
3.0,2.0,1.0
18.0,10.0,5.0
18.0,10.0,5.0
18.0,10.0,5.0
18.0,10.0,5.0
18.0,10.0,5.0
18.0,10.0,5.0
18.0,10.0,5.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,3.0,1.0
3.0,3.0,1.0
6.0,4.0,2.0
6.0,4.0,2.0
2.0,2.0,1.0
6.0,4.0,2.0
5.0,2.0,1.0
8.0,4.0,4.0
1.0,1.0,1.0
4.0,2.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
2.0,2.0,2.0
2.0,2.0,2.0
3.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
16.0,1.0,1.0
164.0,2.0,1.0
22.0,2.0,1.0
22.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,3.0,3.0
3.0,3.0,3.0
27.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,2.0,1.0
3.0,2.0,1.0
4.0,2.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
21.0,3.0,2.0
21.0,3.0,2.0
6.0,4.0,2.0
8.0,4.0,4.0
8.0,4.0,4.0
23.0,1.0,1.0
18.0,10.0,5.0
18.0,10.0,5.0
3.0,2.0,1.0
1.0,1.0,1.0
164.0,2.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
4.0,1.0,1.0
14.0,11.0,9.0
14.0,11.0,9.0
14.0,11.0,9.0
14.0,11.0,9.0
2.0,2.0,1.0
3.0,1.0,1.0
6.0,4.0,2.0
642.0,5.0,3.0
2.0,2.0,1.0
2.0,2.0,1.0
3.0,2.0,1.0
642.0,5.0,3.0
642.0,5.0,3.0
3.0,1.0,1.0
5.0,3.0,1.0
5.0,3.0,1.0
6.0,4.0,2.0
6.0,4.0,2.0
14.0,11.0,9.0
14.0,11.0,9.0
14.0,11.0,9.0
1.0,1.0,1.0
4.0,1.0,1.0
19.0,1.0,1.0
1.0,1.0,1.0
15.0,1.0,1.0
1.0,1.0,1.0
5.0,1.0,1.0
14.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
6.0,2.0,1.0
2.0,2.0,1.0
14.0,11.0,9.0
6.0,4.0,2.0
3.0,1.0,1.0
29.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
14.0,11.0,9.0
14.0,11.0,9.0
14.0,11.0,9.0
164.0,1.0,1.0
1.0,1.0,1.0
5.0,3.0,1.0
1.0,1.0,1.0
642.0,5.0,3.0
1.0,1.0,1.0
3.0,2.0,1.0
642.0,5.0,3.0
10.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
23.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
2.0,2.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
35.0,2.0,1.0
35.0,2.0,1.0
4.0,1.0,1.0
6.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
10.0,6.0,3.0
10.0,6.0,3.0
1.0,1.0,1.0
23.0,2.0,1.0
4.0,2.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
10.0,6.0,3.0
10.0,6.0,3.0
23.0,2.0,1.0
10.0,6.0,3.0
10.0,6.0,3.0
13.0,7.0,1.0
8.0,6.0,2.0
9.0,2.0,2.0
8.0,6.0,2.0
8.0,3.0,1.0
17.0,5.0,1.0
8.0,3.0,1.0
8.0,3.0,1.0
19.0,12.0,4.0
19.0,12.0,4.0
4.0,3.0,2.0
1.0,1.0,1.0
54.0,1.0,1.0
7.0,1.0,1.0
47.0,5.0,1.0
3.0,3.0,1.0
47.0,5.0,1.0
49.0,4.0,2.0
6.0,1.0,1.0
7.0,1.0,1.0
10.0,2.0,1.0
2.0,2.0,1.0
4.0,3.0,1.0
642.0,6.0,2.0
3.0,3.0,1.0
1.0,1.0,1.0
3.0,3.0,1.0
3.0,2.0,1.0
4.0,4.0,1.0
17.0,5.0,1.0
642.0,6.0,2.0
5.0,2.0,2.0
1.0,1.0,1.0
4.0,3.0,2.0
14.0,3.0,1.0
4.0,3.0,2.0
19.0,12.0,4.0
3.0,3.0,1.0
642.0,6.0,2.0
71.0,2.0,1.0
3.0,3.0,1.0
29.0,2.0,1.0
2.0,2.0,1.0
19.0,12.0,4.0
3.0,3.0,1.0
14.0,3.0,1.0
2.0,2.0,1.0
4.0,2.0,2.0
4.0,2.0,2.0
17.0,4.0,2.0
3.0,2.0,2.0
13.0,7.0,1.0
3.0,1.0,1.0
14.0,3.0,1.0
47.0,5.0,1.0
17.0,4.0,2.0
3.0,3.0,1.0
13.0,7.0,1.0
47.0,5.0,1.0
2.0,2.0,1.0
13.0,7.0,1.0
71.0,2.0,1.0
2.0,2.0,1.0
8.0,3.0,1.0
3.0,3.0,1.0
19.0,12.0,4.0
19.0,12.0,4.0
19.0,12.0,4.0
19.0,12.0,4.0
3.0,2.0,2.0
17.0,5.0,1.0
17.0,5.0,1.0
8.0,3.0,1.0
8.0,3.0,1.0
5.0,2.0,2.0
2.0,1.0,1.0
17.0,5.0,1.0
2.0,1.0,1.0
2.0,2.0,1.0
2.0,1.0,1.0
642.0,6.0,2.0
4.0,2.0,1.0
10.0,2.0,1.0
14.0,1.0,1.0
1.0,1.0,1.0
3.0,3.0,1.0
17.0,4.0,2.0
2.0,2.0,1.0
4.0,1.0,1.0
13.0,7.0,1.0
4.0,2.0,1.0
13.0,7.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
10.0,2.0,2.0
3.0,2.0,2.0
11.0,1.0,1.0
20.0,1.0,1.0
2.0,2.0,1.0
9.0,3.0,1.0
17.0,2.0,2.0
4.0,2.0,1.0
2.0,2.0,1.0
4.0,4.0,1.0
2.0,2.0,1.0
19.0,12.0,4.0
4.0,2.0,1.0
8.0,3.0,1.0
8.0,3.0,1.0
3.0,2.0,2.0
4.0,4.0,1.0
642.0,6.0,2.0
2.0,2.0,1.0
2.0,2.0,2.0
3.0,1.0,1.0
49.0,4.0,2.0
1.0,1.0,1.0
12.0,2.0,1.0
4.0,2.0,2.0
2.0,2.0,1.0
10.0,4.0,2.0
10.0,4.0,2.0
12.0,2.0,1.0
4.0,1.0,1.0
10.0,2.0,2.0
1.0,1.0,1.0
19.0,12.0,4.0
13.0,7.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
4.0,2.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
8.0,6.0,2.0
17.0,2.0,2.0
5.0,1.0,1.0
9.0,3.0,1.0
9.0,3.0,1.0
4.0,2.0,1.0
49.0,4.0,2.0
2.0,1.0,1.0
19.0,12.0,4.0
6.0,2.0,1.0
3.0,1.0,1.0
17.0,4.0,2.0
4.0,3.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
2.0,2.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
29.0,2.0,1.0
4.0,2.0,2.0
3.0,1.0,1.0
9.0,2.0,2.0
1.0,1.0,1.0
10.0,4.0,2.0
10.0,4.0,2.0
49.0,4.0,2.0
8.0,3.0,1.0
7.0,1.0,1.0
8.0,6.0,2.0
8.0,6.0,2.0
4.0,4.0,1.0
6.0,2.0,1.0
1.0,1.0,1.0
642.0,6.0,2.0
3.0,2.0,1.0
2.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
47.0,5.0,1.0
3.0,1.0,1.0
19.0,12.0,4.0
4.0,3.0,1.0
8.0,6.0,2.0
2.0,1.0,1.0
1.0,1.0,1.0
2.0,1.0,1.0
11.0,2.0,1.0
11.0,2.0,1.0
8.0,1.0,1.0
13.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,1.0
2.0,2.0,1.0
4.0,3.0,1.0
1.0,1.0,1.0
7.0,1.0,1.0
2.0,1.0,1.0
5.0,2.0,1.0
5.0,2.0,1.0
4.0,3.0,1.0
4.0,3.0,1.0
17.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
23.0,1.0,1.0
7.0,4.0,2.0
1.0,1.0,1.0
4.0,1.0,1.0
5.0,1.0,1.0
4.0,2.0,1.0
17.0,2.0,1.0
6.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
10.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
37.0,3.0,2.0
4.0,1.0,1.0
2.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
4.0,1.0,1.0
1.0,1.0,1.0
10.0,2.0,2.0
1.0,1.0,1.0
7.0,4.0,2.0
7.0,4.0,2.0
1.0,1.0,1.0
4.0,1.0,1.0
3.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
25.0,2.0,1.0
17.0,1.0,1.0
2.0,1.0,1.0
25.0,2.0,1.0
2.0,2.0,2.0
4.0,1.0,1.0
3.0,3.0,3.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,3.0,3.0
7.0,4.0,2.0
5.0,1.0,1.0
70.0,1.0,1.0
10.0,2.0,2.0
3.0,1.0,1.0
10.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
3.0,1.0,1.0
37.0,3.0,2.0
11.0,1.0,1.0
14.0,1.0,1.0
3.0,1.0,1.0
17.0,2.0,1.0
8.0,2.0,2.0
8.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
37.0,3.0,2.0
3.0,3.0,3.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
4.0,2.0,1.0
6.0,1.0,1.0
4.0,2.0,1.0
1.0,1.0,1.0
5.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
7.0,1.0,1.0
5.0,1.0,1.0
7.0,1.0,1.0
33.0,2.0,1.0
3.0,1.0,1.0
33.0,2.0,1.0
26.0,2.0,1.0
11.0,4.0,2.0
2.0,1.0,1.0
18.0,4.0,4.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
9.0,2.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
8.0,3.0,3.0
9.0,3.0,2.0
9.0,3.0,2.0
18.0,4.0,4.0
4.0,1.0,1.0
19.0,2.0,2.0
5.0,5.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
2.0,2.0,2.0
1.0,1.0,1.0
11.0,1.0,1.0
26.0,2.0,1.0
3.0,1.0,1.0
11.0,4.0,2.0
1.0,1.0,1.0
1.0,1.0,1.0
